Note_number,Onset_time_in_sec,Offset_time_in_sec,Duration,Pitch,KeyPos_x,KeyPos_y,Onset_velocity,Offset_velocity
102,17.75,17.986458,0.236458,55.0,-3,0,80.0,0
104,18.0,18.236458,0.236458,48.0,-7,0,80.0,0
105,18.25,18.486458,0.236458,57.0,-2,0,80.0,0
107,18.5,18.736458,0.236458,53.0,-4,0,80.0,0
108,18.75,18.986458,0.236458,57.0,-2,0,80.0,0
110,19.0,19.236458,0.236458,48.0,-7,0,80.0,0
111,19.25,19.486458,0.236458,55.0,-3,0,80.0,0
112,19.5,19.736458,0.236458,52.0,-5,0,80.0,0
113,19.75,19.986458,0.236458,55.0,-3,0,80.0,0
115,20.0,20.236458,0.236458,47.0,-8,0,80.0,0
116,20.25,20.486458,0.236458,55.0,-3,0,80.0,0
118,20.5,20.736458,0.236458,50.0,-6,0,80.0,0
119,20.75,20.986458,0.236458,55.0,-3,0,80.0,0
121,21.0,21.236458,0.236458,48.0,-7,0,80.0,0
122,21.25,21.486458,0.236458,52.0,-5,0,80.0,0
124,21.5,21.736458,0.236458,48.0,-7,0,80.0,0
125,21.75,21.986458,0.236458,43.0,-10,0,80.0,0
127,22.0,22.236458,0.236458,41.0,-11,0,80.0,0
128,22.25,22.486458,0.236458,45.0,-9,0,80.0,0
130,22.5,22.736458,0.236458,43.0,-10,0,80.0,0
131,22.75,22.986458,0.236458,47.0,-8,0,80.0,0
133,23.0,23.236458,0.236458,48.0,-7,0,80.0,0
134,23.25,23.486458,0.236458,43.0,-10,0,80.0,0
135,23.5,23.973958,0.473958,36.0,-14,0,80.0,0
